
[1] Train Loss: 0.1134 | Train Acc: 35.8111 | Val Loss: -0.0214 | Val Acc: 51.9667
[2] Train Loss: -0.1035 | Train Acc: 55.3333 | Val Loss: -0.1477 | Val Acc: 57.5167
[3] Train Loss: -0.1934 | Train Acc: 60.3093 | Val Loss: -0.2113 | Val Acc: 60.0500
[4] Train Loss: -0.2410 | Train Acc: 62.0407 | Val Loss: -0.2466 | Val Acc: 61.6000
[5] Train Loss: -0.2698 | Train Acc: 63.1870 | Val Loss: -0.2701 | Val Acc: 62.2500
[6] Train Loss: -0.2905 | Train Acc: 63.9074 | Val Loss: -0.2881 | Val Acc: 62.8167
[7] Train Loss: -0.3069 | Train Acc: 64.3574 | Val Loss: -0.3028 | Val Acc: 63.3667
[8] Train Loss: -0.3204 | Train Acc: 64.6463 | Val Loss: -0.3155 | Val Acc: 63.7500
[9] Train Loss: -0.3317 | Train Acc: 64.8685 | Val Loss: -0.3263 | Val Acc: 64.0000
[10] Train Loss: -0.3417 | Train Acc: 65.0352 | Val Loss: -0.3359 | Val Acc: 64.1333
