
[1] Train Loss: 0.1862 | Train Acc: 33.6685 | Val Loss: -0.0381 | Val Acc: 31.6000
[2] Train Loss: -0.0853 | Train Acc: 35.3463 | Val Loss: -0.0596 | Val Acc: 35.1833
[3] Train Loss: -0.0035 | Train Acc: 33.3574 | Val Loss: -0.0679 | Val Acc: 34.5833
[4] Train Loss: -0.0641 | Train Acc: 34.8037 | Val Loss: 0.0860 | Val Acc: 19.9667
[5] Train Loss: -0.0029 | Train Acc: 32.7759 | Val Loss: -0.0697 | Val Acc: 35.1833
[6] Train Loss: -0.0644 | Train Acc: 31.6981 | Val Loss: -0.0634 | Val Acc: 34.8667
[7] Train Loss: -0.0349 | Train Acc: 33.8796 | Val Loss: -0.0820 | Val Acc: 34.7667
[8] Train Loss: -0.0479 | Train Acc: 32.4944 | Val Loss: 0.8044 | Val Acc: 12.5833
[9] Train Loss: -0.0545 | Train Acc: 34.2574 | Val Loss: -0.0634 | Val Acc: 33.9500
[10] Train Loss: -0.0768 | Train Acc: 34.8593 | Val Loss: -0.0245 | Val Acc: 33.1500
