
[1] Train Loss: -0.0047 | Train Acc: 27.3074 | Val Loss: -0.1687 | Val Acc: 37.8000
[2] Train Loss: -0.2072 | Train Acc: 37.9741 | Val Loss: -0.2264 | Val Acc: 38.7167
[3] Train Loss: -0.2264 | Train Acc: 38.6667 | Val Loss: -0.2424 | Val Acc: 42.0500
[4] Train Loss: -0.2566 | Train Acc: 44.3148 | Val Loss: -0.2551 | Val Acc: 44.3000
[5] Train Loss: -0.2725 | Train Acc: 45.7685 | Val Loss: -0.2619 | Val Acc: 44.1167
[6] Train Loss: -0.2791 | Train Acc: 45.8667 | Val Loss: -0.2820 | Val Acc: 46.6833
[7] Train Loss: -0.2844 | Train Acc: 46.0370 | Val Loss: -0.2820 | Val Acc: 46.4333
[8] Train Loss: -0.2861 | Train Acc: 46.0519 | Val Loss: -0.2761 | Val Acc: 45.0833
[9] Train Loss: -0.2879 | Train Acc: 46.0593 | Val Loss: -0.2964 | Val Acc: 46.6500
[10] Train Loss: -0.2878 | Train Acc: 46.0519 | Val Loss: -0.2960 | Val Acc: 46.4667
