
[1] Train Loss: 0.0258 | Train Acc: 46.5667 | Val Loss: -0.1246 | Val Acc: 63.2500
[2] Train Loss: -0.2007 | Train Acc: 67.7944 | Val Loss: -0.2468 | Val Acc: 68.8667
[3] Train Loss: -0.2837 | Train Acc: 70.9519 | Val Loss: -0.2997 | Val Acc: 71.0000
[4] Train Loss: -0.3270 | Train Acc: 73.4852 | Val Loss: -0.3353 | Val Acc: 73.8833
[5] Train Loss: -0.3557 | Train Acc: 75.0556 | Val Loss: -0.3584 | Val Acc: 74.6833
[6] Train Loss: -0.3743 | Train Acc: 75.5611 | Val Loss: -0.3744 | Val Acc: 75.1833
[7] Train Loss: -0.3882 | Train Acc: 76.0111 | Val Loss: -0.3863 | Val Acc: 75.4167
[8] Train Loss: -0.3990 | Train Acc: 76.4352 | Val Loss: -0.3960 | Val Acc: 75.8000
[9] Train Loss: -0.4083 | Train Acc: 76.7852 | Val Loss: -0.4054 | Val Acc: 76.0167
[10] Train Loss: -0.4165 | Train Acc: 77.0889 | Val Loss: -0.4128 | Val Acc: 76.3000
