
[1] Train Loss: 0.1193 | Train Acc: 29.1630 | Val Loss: -0.0347 | Val Acc: 45.6167
[2] Train Loss: -0.1266 | Train Acc: 52.0000 | Val Loss: -0.1658 | Val Acc: 53.3167
[3] Train Loss: -0.1998 | Train Acc: 55.4444 | Val Loss: -0.2162 | Val Acc: 57.4167
[4] Train Loss: -0.2476 | Train Acc: 60.2574 | Val Loss: -0.2578 | Val Acc: 60.6833
[5] Train Loss: -0.2819 | Train Acc: 62.1667 | Val Loss: -0.2854 | Val Acc: 61.6500
[6] Train Loss: -0.3062 | Train Acc: 63.0278 | Val Loss: -0.3062 | Val Acc: 62.4667
[7] Train Loss: -0.3240 | Train Acc: 63.4944 | Val Loss: -0.3217 | Val Acc: 62.8167
[8] Train Loss: -0.3378 | Train Acc: 63.8611 | Val Loss: -0.3344 | Val Acc: 63.1500
[9] Train Loss: -0.3491 | Train Acc: 64.1222 | Val Loss: -0.3449 | Val Acc: 63.3167
[10] Train Loss: -0.3586 | Train Acc: 64.3000 | Val Loss: -0.3538 | Val Acc: 63.3167
