
[1] Train Loss: -0.0677 | Train Acc: 10.0093 | Val Loss: -0.0945 | Val Acc: 9.7833
[2] Train Loss: -0.0976 | Train Acc: 10.0241 | Val Loss: -0.0965 | Val Acc: 9.7833
[3] Train Loss: -0.0983 | Train Acc: 10.0241 | Val Loss: -0.0966 | Val Acc: 9.7833
[4] Train Loss: -0.0985 | Train Acc: 10.0241 | Val Loss: -0.0969 | Val Acc: 9.7833
[5] Train Loss: -0.0984 | Train Acc: 10.0241 | Val Loss: -0.0967 | Val Acc: 9.7833
[6] Train Loss: -0.0984 | Train Acc: 10.0241 | Val Loss: -0.0972 | Val Acc: 9.7833
[7] Train Loss: -0.0985 | Train Acc: 10.0241 | Val Loss: -0.0971 | Val Acc: 9.7833
[8] Train Loss: -0.0981 | Train Acc: 10.0241 | Val Loss: -0.0971 | Val Acc: 9.7833
[9] Train Loss: -0.0987 | Train Acc: 10.0241 | Val Loss: -0.0970 | Val Acc: 9.7833
[10] Train Loss: -0.0987 | Train Acc: 10.0241 | Val Loss: -0.0972 | Val Acc: 9.7833
