
[1] Train Loss: 0.0361 | Train Acc: 14.0148 | Val Loss: -0.1222 | Val Acc: 20.3167
[2] Train Loss: -0.0076 | Train Acc: 15.8685 | Val Loss: 0.0005 | Val Acc: 19.9667
[3] Train Loss: -0.0180 | Train Acc: 16.5111 | Val Loss: 0.1063 | Val Acc: 10.3500
[4] Train Loss: 0.0180 | Train Acc: 14.8574 | Val Loss: 0.0489 | Val Acc: 20.2500
[5] Train Loss: 0.0022 | Train Acc: 13.8519 | Val Loss: -0.0270 | Val Acc: 10.1833
[6] Train Loss: 0.0380 | Train Acc: 13.6315 | Val Loss: 0.0883 | Val Acc: 10.3500
[7] Train Loss: 0.0045 | Train Acc: 17.1685 | Val Loss: 0.1344 | Val Acc: 10.1333
[8] Train Loss: 0.0307 | Train Acc: 17.1333 | Val Loss: 0.0601 | Val Acc: 10.3500
[9] Train Loss: -0.0128 | Train Acc: 16.7648 | Val Loss: -0.1418 | Val Acc: 20.6000
[10] Train Loss: -0.0303 | Train Acc: 16.4167 | Val Loss: 0.0906 | Val Acc: 10.3500
