
[1] Train Loss: -0.2205 | Train Acc: 65.8593 | Val Loss: -0.3383 | Val Acc: 72.0333
[2] Train Loss: -0.3792 | Train Acc: 73.5000 | Val Loss: -0.3906 | Val Acc: 72.8667
[3] Train Loss: -0.4175 | Train Acc: 74.1981 | Val Loss: -0.4214 | Val Acc: 73.3000
[4] Train Loss: -0.4434 | Train Acc: 74.4333 | Val Loss: -0.4443 | Val Acc: 73.4333
[5] Train Loss: -0.4643 | Train Acc: 74.6926 | Val Loss: -0.4643 | Val Acc: 73.9333
[6] Train Loss: -0.4825 | Train Acc: 74.9315 | Val Loss: -0.4806 | Val Acc: 73.9167
[7] Train Loss: -0.4974 | Train Acc: 75.0204 | Val Loss: -0.4943 | Val Acc: 74.0833
[8] Train Loss: -0.5111 | Train Acc: 75.2407 | Val Loss: -0.5066 | Val Acc: 73.9667
[9] Train Loss: -0.5228 | Train Acc: 75.2833 | Val Loss: -0.5164 | Val Acc: 74.0500
[10] Train Loss: -0.5330 | Train Acc: 75.3333 | Val Loss: -0.5281 | Val Acc: 74.3667
