
[1] Train Loss: -0.2522 | Train Acc: 62.1407 | Val Loss: -0.3466 | Val Acc: 66.0167
[2] Train Loss: -0.4078 | Train Acc: 70.1333 | Val Loss: -0.4347 | Val Acc: 71.0000
[3] Train Loss: -0.1566 | Train Acc: 50.5111 | Val Loss: 0.2406 | Val Acc: 10.8000
[4] Train Loss: 0.1928 | Train Acc: 12.5000 | Val Loss: 0.1570 | Val Acc: 13.3000
[5] Train Loss: 0.1409 | Train Acc: 13.3370 | Val Loss: 0.1365 | Val Acc: 12.7500
[6] Train Loss: 0.1325 | Train Acc: 12.7167 | Val Loss: 0.1216 | Val Acc: 12.5667
[7] Train Loss: 0.1111 | Train Acc: 12.7648 | Val Loss: 0.1079 | Val Acc: 12.5000
[8] Train Loss: 0.1065 | Train Acc: 12.5463 | Val Loss: 0.0988 | Val Acc: 12.4833
[9] Train Loss: 0.0938 | Train Acc: 12.6556 | Val Loss: 0.0932 | Val Acc: 12.4000
[10] Train Loss: 0.0934 | Train Acc: 12.3389 | Val Loss: 0.0890 | Val Acc: 12.2333
