
[1] Train Loss: 0.2183 | Train Acc: 38.1333 | Val Loss: -0.2069 | Val Acc: 43.8167
[2] Train Loss: -0.2514 | Train Acc: 45.9130 | Val Loss: -0.2518 | Val Acc: 44.8167
[3] Train Loss: -0.2748 | Train Acc: 46.4019 | Val Loss: -0.2643 | Val Acc: 44.8833
[4] Train Loss: -0.2853 | Train Acc: 46.5519 | Val Loss: -0.2688 | Val Acc: 44.6333
[5] Train Loss: -0.2907 | Train Acc: 46.5074 | Val Loss: -0.2889 | Val Acc: 45.9000
[6] Train Loss: -0.2955 | Train Acc: 46.5926 | Val Loss: -0.2847 | Val Acc: 45.2833
[7] Train Loss: -0.2983 | Train Acc: 46.6926 | Val Loss: -0.2837 | Val Acc: 45.1167
[8] Train Loss: -0.3004 | Train Acc: 46.7185 | Val Loss: -0.2861 | Val Acc: 45.1000
[9] Train Loss: -0.3030 | Train Acc: 46.7759 | Val Loss: -0.2953 | Val Acc: 45.9000
[10] Train Loss: -0.3039 | Train Acc: 46.7759 | Val Loss: -0.2903 | Val Acc: 45.8500
