
[1] Train Loss: 0.0617 | Train Acc: 65.3963 | Val Loss: -0.1673 | Val Acc: 72.5167
[2] Train Loss: -0.2517 | Train Acc: 73.7204 | Val Loss: -0.3006 | Val Acc: 73.5000
[3] Train Loss: -0.3448 | Train Acc: 74.9296 | Val Loss: -0.3789 | Val Acc: 76.6333
[4] Train Loss: -0.4095 | Train Acc: 77.7481 | Val Loss: -0.4218 | Val Acc: 77.4500
[5] Train Loss: -0.4453 | Train Acc: 78.3796 | Val Loss: -0.4568 | Val Acc: 78.3500
[6] Train Loss: -0.4738 | Train Acc: 78.7389 | Val Loss: -0.4836 | Val Acc: 78.6667
[7] Train Loss: -0.4980 | Train Acc: 79.0685 | Val Loss: -0.5022 | Val Acc: 78.3667
[8] Train Loss: -0.5163 | Train Acc: 78.9907 | Val Loss: -0.5221 | Val Acc: 78.6000
[9] Train Loss: -0.5330 | Train Acc: 79.1852 | Val Loss: -0.5373 | Val Acc: 78.6500
[10] Train Loss: -0.5513 | Train Acc: 79.5315 | Val Loss: -0.5530 | Val Acc: 79.0000
