
[1] Train Loss: 0.0824 | Train Acc: 50.8963 | Val Loss: -0.1235 | Val Acc: 55.8000
[2] Train Loss: -0.2164 | Train Acc: 56.7556 | Val Loss: -0.2643 | Val Acc: 56.5333
[3] Train Loss: -0.2954 | Train Acc: 56.6167 | Val Loss: -0.3172 | Val Acc: 56.6000
[4] Train Loss: 0.0250 | Train Acc: 42.2981 | Val Loss: 0.2801 | Val Acc: 11.1167
[5] Train Loss: 0.2709 | Train Acc: 11.6685 | Val Loss: 0.2605 | Val Acc: 12.0833
[6] Train Loss: 0.2448 | Train Acc: 12.3796 | Val Loss: 0.2318 | Val Acc: 11.9000
[7] Train Loss: 0.2201 | Train Acc: 12.2426 | Val Loss: 0.2169 | Val Acc: 11.7833
[8] Train Loss: 0.2087 | Train Acc: 12.0981 | Val Loss: 0.2036 | Val Acc: 11.8000
[9] Train Loss: 0.2070 | Train Acc: 11.7352 | Val Loss: 0.2061 | Val Acc: 11.5667
[10] Train Loss: 0.2056 | Train Acc: 11.5981 | Val Loss: 0.2130 | Val Acc: 11.2000
