
[1] Train Loss: 0.0737 | Train Acc: 33.7278 | Val Loss: -0.0456 | Val Acc: 44.2833
[2] Train Loss: -0.1267 | Train Acc: 52.5537 | Val Loss: -0.1778 | Val Acc: 58.7000
[3] Train Loss: -0.2339 | Train Acc: 64.5130 | Val Loss: -0.2659 | Val Acc: 66.0667
[4] Train Loss: -0.3009 | Train Acc: 68.4519 | Val Loss: -0.3186 | Val Acc: 69.8833
[5] Train Loss: -0.3470 | Train Acc: 72.4556 | Val Loss: -0.3585 | Val Acc: 73.4333
[6] Train Loss: -0.3836 | Train Acc: 75.4944 | Val Loss: -0.3902 | Val Acc: 75.2833
[7] Train Loss: -0.4111 | Train Acc: 76.7352 | Val Loss: -0.4135 | Val Acc: 76.1500
[8] Train Loss: -0.4309 | Train Acc: 77.3148 | Val Loss: -0.4308 | Val Acc: 76.7500
[9] Train Loss: -0.4464 | Train Acc: 77.8167 | Val Loss: -0.4442 | Val Acc: 77.3500
[10] Train Loss: -0.4587 | Train Acc: 78.2259 | Val Loss: -0.4554 | Val Acc: 77.5000
