
[1] Train Loss: 0.0754 | Train Acc: 42.5000 | Val Loss: -0.1068 | Val Acc: 56.7667
[2] Train Loss: -0.1694 | Train Acc: 60.3315 | Val Loss: -0.2146 | Val Acc: 62.2667
[3] Train Loss: -0.2411 | Train Acc: 63.3222 | Val Loss: -0.2592 | Val Acc: 63.2833
[4] Train Loss: -0.2756 | Train Acc: 63.9704 | Val Loss: -0.2854 | Val Acc: 63.7167
[5] Train Loss: -0.2976 | Train Acc: 64.3685 | Val Loss: -0.3040 | Val Acc: 64.2667
[6] Train Loss: -0.3143 | Train Acc: 64.6296 | Val Loss: -0.3190 | Val Acc: 64.5500
[7] Train Loss: -0.3274 | Train Acc: 64.7815 | Val Loss: -0.3301 | Val Acc: 64.6167
[8] Train Loss: -0.3385 | Train Acc: 64.8685 | Val Loss: -0.3408 | Val Acc: 64.6333
[9] Train Loss: -0.3461 | Train Acc: 65.0019 | Val Loss: -0.3430 | Val Acc: 64.7667
[10] Train Loss: -0.3375 | Train Acc: 65.0056 | Val Loss: -0.3044 | Val Acc: 64.7333
