
[1] Train Loss: -0.0905 | Train Acc: 78.2093 | Val Loss: -0.3371 | Val Acc: 77.6667
[2] Train Loss: -0.4799 | Train Acc: 81.8667 | Val Loss: -0.5795 | Val Acc: 82.5333
[3] Train Loss: -0.6184 | Train Acc: 82.7519 | Val Loss: -0.6433 | Val Acc: 81.9000
[4] Train Loss: -0.6777 | Train Acc: 83.3574 | Val Loss: -0.6885 | Val Acc: 83.0833
[5] Train Loss: -0.7087 | Train Acc: 83.8556 | Val Loss: -0.7127 | Val Acc: 83.2667
[6] Train Loss: -0.7248 | Train Acc: 84.0667 | Val Loss: -0.7279 | Val Acc: 83.7500
[7] Train Loss: -0.7388 | Train Acc: 84.4870 | Val Loss: -0.7451 | Val Acc: 84.5667
[8] Train Loss: -0.7448 | Train Acc: 84.4481 | Val Loss: -0.7179 | Val Acc: 82.5167
[9] Train Loss: -0.7512 | Train Acc: 84.7259 | Val Loss: -0.7492 | Val Acc: 84.5333
[10] Train Loss: -0.7551 | Train Acc: 84.7852 | Val Loss: -0.7551 | Val Acc: 84.5833
