
[1] Train Loss: 0.1106 | Train Acc: 36.0685 | Val Loss: -0.0128 | Val Acc: 46.3667
[2] Train Loss: -0.0395 | Train Acc: 49.4926 | Val Loss: -0.0395 | Val Acc: 52.5500
[3] Train Loss: 0.3511 | Train Acc: 20.9093 | Val Loss: 0.4313 | Val Acc: 11.8333
[4] Train Loss: 0.4296 | Train Acc: 12.2963 | Val Loss: 0.4286 | Val Acc: 12.4167
[5] Train Loss: 0.4270 | Train Acc: 12.2167 | Val Loss: 0.4265 | Val Acc: 11.2667
[6] Train Loss: 0.4240 | Train Acc: 11.4759 | Val Loss: 0.4231 | Val Acc: 10.8333
[7] Train Loss: 0.4244 | Train Acc: 10.6593 | Val Loss: 0.4242 | Val Acc: 10.4167
[8] Train Loss: 0.4231 | Train Acc: 10.5130 | Val Loss: 0.4218 | Val Acc: 10.3333
[9] Train Loss: 0.4187 | Train Acc: 10.4407 | Val Loss: 0.4165 | Val Acc: 10.3333
[10] Train Loss: 0.4134 | Train Acc: 10.5037 | Val Loss: 0.4116 | Val Acc: 10.3500
