
[1] Train Loss: 0.0217 | Train Acc: 70.7241 | Val Loss: -0.1498 | Val Acc: 74.1833
[2] Train Loss: -0.2327 | Train Acc: 77.1907 | Val Loss: -0.2686 | Val Acc: 76.5833
[3] Train Loss: -0.3144 | Train Acc: 78.1796 | Val Loss: -0.3382 | Val Acc: 77.8167
[4] Train Loss: -0.3675 | Train Acc: 78.5204 | Val Loss: -0.3844 | Val Acc: 77.9833
[5] Train Loss: -0.4098 | Train Acc: 78.8630 | Val Loss: -0.4198 | Val Acc: 78.2500
[6] Train Loss: -0.4427 | Train Acc: 79.0185 | Val Loss: -0.4503 | Val Acc: 78.4000
[7] Train Loss: -0.4700 | Train Acc: 79.1111 | Val Loss: -0.4795 | Val Acc: 78.8833
[8] Train Loss: -0.4936 | Train Acc: 79.2463 | Val Loss: -0.4849 | Val Acc: 77.1667
[9] Train Loss: -0.5136 | Train Acc: 79.3944 | Val Loss: -0.5014 | Val Acc: 77.0500
[10] Train Loss: -0.5312 | Train Acc: 79.4204 | Val Loss: -0.5364 | Val Acc: 79.1333
