
[1] Train Loss: -0.0309 | Train Acc: 24.1741 | Val Loss: -0.2074 | Val Acc: 29.1667
[2] Train Loss: -0.2188 | Train Acc: 30.6741 | Val Loss: -0.2653 | Val Acc: 38.6500
[3] Train Loss: -0.2690 | Train Acc: 37.7574 | Val Loss: -0.2904 | Val Acc: 38.9000
[4] Train Loss: -0.2606 | Train Acc: 36.2759 | Val Loss: -0.2988 | Val Acc: 38.9667
[5] Train Loss: -0.2917 | Train Acc: 37.9796 | Val Loss: -0.3036 | Val Acc: 38.6667
[6] Train Loss: -0.2973 | Train Acc: 37.9444 | Val Loss: -0.3130 | Val Acc: 38.9167
[7] Train Loss: -0.3035 | Train Acc: 37.9519 | Val Loss: -0.3152 | Val Acc: 38.7000
[8] Train Loss: -0.3071 | Train Acc: 37.9796 | Val Loss: -0.3212 | Val Acc: 38.8833
[9] Train Loss: -0.2965 | Train Acc: 37.7444 | Val Loss: -0.3210 | Val Acc: 38.7000
[10] Train Loss: -0.3166 | Train Acc: 38.0981 | Val Loss: -0.3269 | Val Acc: 38.9500
