
[1] Train Loss: 0.3951 | Train Acc: 50.9648 | Val Loss: -0.1359 | Val Acc: 50.5000
[2] Train Loss: -0.2428 | Train Acc: 53.8296 | Val Loss: -0.2918 | Val Acc: 54.0833
[3] Train Loss: -0.3141 | Train Acc: 54.6630 | Val Loss: -0.3338 | Val Acc: 54.9000
[4] Train Loss: -0.3474 | Train Acc: 55.0204 | Val Loss: -0.3547 | Val Acc: 54.6667
[5] Train Loss: -0.3679 | Train Acc: 55.1648 | Val Loss: -0.3779 | Val Acc: 55.4167
[6] Train Loss: -0.3830 | Train Acc: 55.2389 | Val Loss: -0.3888 | Val Acc: 55.1833
[7] Train Loss: -0.3946 | Train Acc: 55.2537 | Val Loss: -0.4010 | Val Acc: 55.2500
[8] Train Loss: -0.4029 | Train Acc: 55.3185 | Val Loss: -0.4091 | Val Acc: 55.4667
[9] Train Loss: -0.4097 | Train Acc: 55.3407 | Val Loss: -0.4105 | Val Acc: 55.1333
[10] Train Loss: -0.4158 | Train Acc: 55.4093 | Val Loss: -0.4015 | Val Acc: 53.7000
