
[1] Train Loss: -0.0032 | Train Acc: 10.1574 | Val Loss: -0.0135 | Val Acc: 9.9500
[2] Train Loss: -0.0157 | Train Acc: 10.0111 | Val Loss: -0.0162 | Val Acc: 9.1667
[3] Train Loss: -0.0163 | Train Acc: 10.0593 | Val Loss: -0.0129 | Val Acc: 9.1667
[4] Train Loss: -0.0164 | Train Acc: 10.0926 | Val Loss: -0.0137 | Val Acc: 9.1667
[5] Train Loss: -0.0166 | Train Acc: 10.0926 | Val Loss: -0.0111 | Val Acc: 9.1667
[6] Train Loss: -0.0167 | Train Acc: 10.0926 | Val Loss: -0.0126 | Val Acc: 9.1667
[7] Train Loss: -0.0167 | Train Acc: 10.0926 | Val Loss: -0.0100 | Val Acc: 9.1667
[8] Train Loss: -0.0167 | Train Acc: 10.0926 | Val Loss: -0.0115 | Val Acc: 9.1667
[9] Train Loss: -0.0169 | Train Acc: 10.0926 | Val Loss: -0.0092 | Val Acc: 9.1667
[10] Train Loss: -0.0169 | Train Acc: 10.0926 | Val Loss: -0.0112 | Val Acc: 9.1667
