
[1] Train Loss: -0.2404 | Train Acc: 65.5148 | Val Loss: -0.4914 | Val Acc: 68.3000
[2] Train Loss: -0.5545 | Train Acc: 69.6426 | Val Loss: -0.5799 | Val Acc: 68.9833
[3] Train Loss: -0.5986 | Train Acc: 70.0907 | Val Loss: -0.6150 | Val Acc: 70.2833
[4] Train Loss: -0.6277 | Train Acc: 70.8000 | Val Loss: -0.6333 | Val Acc: 70.5333
[5] Train Loss: -0.6384 | Train Acc: 70.9278 | Val Loss: -0.6321 | Val Acc: 69.6667
[6] Train Loss: -0.6459 | Train Acc: 71.3241 | Val Loss: -0.6344 | Val Acc: 69.5000
[7] Train Loss: -0.6463 | Train Acc: 71.3389 | Val Loss: -0.6398 | Val Acc: 70.6000
[8] Train Loss: -0.6484 | Train Acc: 71.3630 | Val Loss: -0.6463 | Val Acc: 70.6667
[9] Train Loss: -0.6525 | Train Acc: 71.5926 | Val Loss: -0.6426 | Val Acc: 70.5500
[10] Train Loss: -0.6569 | Train Acc: 71.7370 | Val Loss: -0.6498 | Val Acc: 71.1833
