
[1] Train Loss: 0.0784 | Train Acc: 42.2130 | Val Loss: -0.0213 | Val Acc: 50.4333
[2] Train Loss: -0.0943 | Train Acc: 56.6167 | Val Loss: -0.1394 | Val Acc: 59.3500
[3] Train Loss: -0.1781 | Train Acc: 61.2389 | Val Loss: -0.1995 | Val Acc: 62.1667
[4] Train Loss: -0.2340 | Train Acc: 65.0611 | Val Loss: -0.2693 | Val Acc: 70.2667
[5] Train Loss: -0.3003 | Train Acc: 71.3111 | Val Loss: -0.3083 | Val Acc: 71.0500
[6] Train Loss: -0.3268 | Train Acc: 71.9333 | Val Loss: -0.3285 | Val Acc: 71.5333
[7] Train Loss: -0.3434 | Train Acc: 72.3278 | Val Loss: -0.3426 | Val Acc: 71.8667
[8] Train Loss: -0.3560 | Train Acc: 72.7037 | Val Loss: -0.3536 | Val Acc: 72.2333
[9] Train Loss: -0.3661 | Train Acc: 72.9722 | Val Loss: -0.3628 | Val Acc: 72.4000
[10] Train Loss: -0.3745 | Train Acc: 73.1667 | Val Loss: -0.3705 | Val Acc: 72.5000
