
[1] Train Loss: -0.1210 | Train Acc: 57.3648 | Val Loss: -0.2062 | Val Acc: 61.0000
[2] Train Loss: -0.2944 | Train Acc: 70.3463 | Val Loss: -0.3987 | Val Acc: 79.5000
[3] Train Loss: -0.4234 | Train Acc: 80.5593 | Val Loss: -0.4332 | Val Acc: 80.1167
[4] Train Loss: -0.4513 | Train Acc: 81.1889 | Val Loss: -0.4545 | Val Acc: 80.4500
[5] Train Loss: -0.4715 | Train Acc: 81.6019 | Val Loss: -0.4738 | Val Acc: 80.8000
[6] Train Loss: -0.4874 | Train Acc: 81.8296 | Val Loss: -0.4870 | Val Acc: 80.9833
[7] Train Loss: -0.5015 | Train Acc: 82.0019 | Val Loss: -0.5003 | Val Acc: 81.2000
[8] Train Loss: -0.5141 | Train Acc: 82.1796 | Val Loss: -0.5121 | Val Acc: 81.3667
[9] Train Loss: -0.5262 | Train Acc: 82.3204 | Val Loss: -0.5198 | Val Acc: 81.3333
[10] Train Loss: -0.5369 | Train Acc: 82.4630 | Val Loss: -0.5326 | Val Acc: 81.5000
