
[1] Train Loss: -0.0308 | Train Acc: 49.6111 | Val Loss: -0.1788 | Val Acc: 54.1667
[2] Train Loss: -0.2289 | Train Acc: 56.6056 | Val Loss: -0.2513 | Val Acc: 57.5833
[3] Train Loss: -0.2842 | Train Acc: 60.4500 | Val Loss: -0.2950 | Val Acc: 61.0667
[4] Train Loss: -0.3227 | Train Acc: 63.3704 | Val Loss: -0.3267 | Val Acc: 63.1833
[5] Train Loss: -0.3492 | Train Acc: 64.4130 | Val Loss: -0.3486 | Val Acc: 63.7500
[6] Train Loss: -0.3675 | Train Acc: 64.7963 | Val Loss: -0.3644 | Val Acc: 63.9667
[7] Train Loss: -0.3813 | Train Acc: 65.0093 | Val Loss: -0.3771 | Val Acc: 64.1667
[8] Train Loss: -0.3926 | Train Acc: 65.1389 | Val Loss: -0.3874 | Val Acc: 64.1667
[9] Train Loss: -0.4022 | Train Acc: 65.3148 | Val Loss: -0.3966 | Val Acc: 64.3667
[10] Train Loss: -0.4105 | Train Acc: 65.3963 | Val Loss: -0.4046 | Val Acc: 64.4667
