
[1] Train Loss: 0.9175 | Train Acc: 60.2407 | Val Loss: -0.2559 | Val Acc: 61.9000
[2] Train Loss: -0.3216 | Train Acc: 63.0722 | Val Loss: -0.3520 | Val Acc: 62.3500
[3] Train Loss: -0.3715 | Train Acc: 63.5389 | Val Loss: -0.3753 | Val Acc: 62.8500
[4] Train Loss: -0.3915 | Train Acc: 63.8074 | Val Loss: -0.3829 | Val Acc: 62.3167
[5] Train Loss: -0.4040 | Train Acc: 63.8926 | Val Loss: -0.3829 | Val Acc: 61.1000
[6] Train Loss: -0.4117 | Train Acc: 63.8167 | Val Loss: -0.4053 | Val Acc: 63.1500
[7] Train Loss: -0.4172 | Train Acc: 63.9407 | Val Loss: -0.4141 | Val Acc: 63.1500
[8] Train Loss: -0.4222 | Train Acc: 63.9167 | Val Loss: -0.4176 | Val Acc: 63.1500
[9] Train Loss: -0.4261 | Train Acc: 64.0204 | Val Loss: -0.4191 | Val Acc: 63.1833
[10] Train Loss: -0.4284 | Train Acc: 64.0000 | Val Loss: -0.3981 | Val Acc: 61.6167
