
[1] Train Loss: -0.1598 | Train Acc: 23.4204 | Val Loss: -0.2288 | Val Acc: 28.8333
[2] Train Loss: -0.1982 | Train Acc: 25.1056 | Val Loss: -0.1670 | Val Acc: 20.3833
[3] Train Loss: -0.1856 | Train Acc: 23.5944 | Val Loss: -0.0766 | Val Acc: 10.3833
[4] Train Loss: -0.1739 | Train Acc: 22.6315 | Val Loss: -0.1742 | Val Acc: 21.3500
[5] Train Loss: -0.1948 | Train Acc: 24.4778 | Val Loss: -0.2617 | Val Acc: 30.0667
[6] Train Loss: -0.1799 | Train Acc: 23.1093 | Val Loss: -0.1602 | Val Acc: 20.2833
[7] Train Loss: -0.1669 | Train Acc: 21.7185 | Val Loss: -0.0652 | Val Acc: 10.3500
[8] Train Loss: -0.1585 | Train Acc: 21.2574 | Val Loss: -0.1232 | Val Acc: 18.3000
[9] Train Loss: -0.1395 | Train Acc: 19.4648 | Val Loss: -0.2661 | Val Acc: 30.2667
[10] Train Loss: -0.1442 | Train Acc: 19.6315 | Val Loss: -0.1671 | Val Acc: 20.1667
