
[1] Train Loss: 0.0969 | Train Acc: 63.1407 | Val Loss: -0.1202 | Val Acc: 76.1667
[2] Train Loss: -0.2125 | Train Acc: 80.3741 | Val Loss: -0.2723 | Val Acc: 82.4000
[3] Train Loss: -0.3220 | Train Acc: 84.0185 | Val Loss: -0.3540 | Val Acc: 84.0333
[4] Train Loss: -0.3797 | Train Acc: 84.0278 | Val Loss: -0.4106 | Val Acc: 84.3333
[5] Train Loss: -0.4379 | Train Acc: 85.1093 | Val Loss: -0.4530 | Val Acc: 84.2667
[6] Train Loss: -0.4790 | Train Acc: 85.2944 | Val Loss: -0.4927 | Val Acc: 84.6333
[7] Train Loss: -0.5123 | Train Acc: 85.3556 | Val Loss: -0.5258 | Val Acc: 85.1833
[8] Train Loss: -0.5396 | Train Acc: 85.3259 | Val Loss: -0.5500 | Val Acc: 85.0500
[9] Train Loss: -0.5655 | Train Acc: 85.4796 | Val Loss: -0.5731 | Val Acc: 85.0500
[10] Train Loss: -0.5880 | Train Acc: 85.6074 | Val Loss: -0.5906 | Val Acc: 84.6667
