
[1] Train Loss: -0.2862 | Train Acc: 76.2667 | Val Loss: -0.3896 | Val Acc: 81.7167
[2] Train Loss: -0.4181 | Train Acc: 82.6685 | Val Loss: -0.4304 | Val Acc: 82.4167
[3] Train Loss: -0.4556 | Train Acc: 84.0315 | Val Loss: -0.4560 | Val Acc: 83.0333
[4] Train Loss: -0.4805 | Train Acc: 84.7759 | Val Loss: -0.4814 | Val Acc: 84.0333
[5] Train Loss: -0.5000 | Train Acc: 85.3537 | Val Loss: -0.4958 | Val Acc: 84.2500
[6] Train Loss: -0.5159 | Train Acc: 85.6741 | Val Loss: -0.5194 | Val Acc: 85.3667
[7] Train Loss: -0.5301 | Train Acc: 86.0019 | Val Loss: -0.5198 | Val Acc: 84.3333
[8] Train Loss: -0.5425 | Train Acc: 86.1296 | Val Loss: -0.5400 | Val Acc: 85.4667
[9] Train Loss: -0.5541 | Train Acc: 86.4537 | Val Loss: -0.5487 | Val Acc: 85.1833
[10] Train Loss: -0.5645 | Train Acc: 86.6593 | Val Loss: -0.5568 | Val Acc: 85.5000
