
[1] Train Loss: 0.0764 | Train Acc: 35.5222 | Val Loss: -0.0851 | Val Acc: 50.3500
[2] Train Loss: -0.1744 | Train Acc: 59.0130 | Val Loss: -0.2394 | Val Acc: 64.6000
[3] Train Loss: -0.2939 | Train Acc: 67.7000 | Val Loss: -0.3165 | Val Acc: 68.2500
[4] Train Loss: -0.3483 | Train Acc: 70.2000 | Val Loss: -0.3561 | Val Acc: 69.8333
[5] Train Loss: -0.3804 | Train Acc: 71.2074 | Val Loss: -0.3826 | Val Acc: 70.6833
[6] Train Loss: -0.4031 | Train Acc: 71.9148 | Val Loss: -0.4012 | Val Acc: 71.3000
[7] Train Loss: -0.4199 | Train Acc: 72.3556 | Val Loss: -0.4167 | Val Acc: 71.6000
[8] Train Loss: -0.4334 | Train Acc: 72.6019 | Val Loss: -0.4291 | Val Acc: 71.7667
[9] Train Loss: -0.4447 | Train Acc: 72.8463 | Val Loss: -0.4402 | Val Acc: 71.9833
[10] Train Loss: -0.4544 | Train Acc: 72.9963 | Val Loss: -0.4489 | Val Acc: 72.1833
