
[1] Train Loss: 0.2221 | Train Acc: 61.6111 | Val Loss: -0.3447 | Val Acc: 61.8667
[2] Train Loss: -0.3864 | Train Acc: 63.0815 | Val Loss: -0.3946 | Val Acc: 61.7000
[3] Train Loss: -0.4257 | Train Acc: 63.5130 | Val Loss: -0.4270 | Val Acc: 62.5667
[4] Train Loss: -0.4486 | Train Acc: 63.7963 | Val Loss: -0.4408 | Val Acc: 62.3333
[5] Train Loss: -0.4606 | Train Acc: 63.9519 | Val Loss: -0.4482 | Val Acc: 62.3333
[6] Train Loss: -0.4678 | Train Acc: 64.0315 | Val Loss: -0.4602 | Val Acc: 62.8333
[7] Train Loss: -0.4736 | Train Acc: 64.0500 | Val Loss: -0.4642 | Val Acc: 62.6333
[8] Train Loss: -0.4805 | Train Acc: 64.0574 | Val Loss: -0.4745 | Val Acc: 63.0000
[9] Train Loss: -0.4859 | Train Acc: 64.1500 | Val Loss: -0.4750 | Val Acc: 62.8000
[10] Train Loss: -0.4916 | Train Acc: 64.1648 | Val Loss: -0.4846 | Val Acc: 62.6833
