
[1] Train Loss: -0.0413 | Train Acc: 32.1907 | Val Loss: -0.1082 | Val Acc: 36.2167
[2] Train Loss: -0.1408 | Train Acc: 37.1259 | Val Loss: -0.1599 | Val Acc: 36.8333
[3] Train Loss: -0.1797 | Train Acc: 37.5000 | Val Loss: -0.1904 | Val Acc: 37.8167
[4] Train Loss: -0.2092 | Train Acc: 41.7981 | Val Loss: -0.2192 | Val Acc: 44.2333
[5] Train Loss: -0.2377 | Train Acc: 45.6037 | Val Loss: -0.2460 | Val Acc: 45.7833
[6] Train Loss: -0.2623 | Train Acc: 46.4222 | Val Loss: -0.2678 | Val Acc: 46.3500
[7] Train Loss: -0.2824 | Train Acc: 47.5556 | Val Loss: -0.2860 | Val Acc: 48.7667
[8] Train Loss: -0.3010 | Train Acc: 51.2148 | Val Loss: -0.3037 | Val Acc: 51.5500
[9] Train Loss: -0.3184 | Train Acc: 53.2315 | Val Loss: -0.3197 | Val Acc: 52.9500
[10] Train Loss: -0.3333 | Train Acc: 53.7741 | Val Loss: -0.3330 | Val Acc: 53.5167
