
[1] Train Loss: -0.0003 | Train Acc: 52.6296 | Val Loss: -0.1353 | Val Acc: 62.0333
[2] Train Loss: -0.1678 | Train Acc: 63.5111 | Val Loss: -0.1733 | Val Acc: 62.9167
[3] Train Loss: -0.1930 | Train Acc: 64.3463 | Val Loss: -0.1899 | Val Acc: 63.7500
[4] Train Loss: -0.2069 | Train Acc: 64.7685 | Val Loss: -0.2022 | Val Acc: 64.0333
[5] Train Loss: -0.2173 | Train Acc: 65.1537 | Val Loss: -0.2115 | Val Acc: 64.1667
[6] Train Loss: -0.2260 | Train Acc: 65.3352 | Val Loss: -0.2184 | Val Acc: 64.2833
[7] Train Loss: -0.2336 | Train Acc: 65.5185 | Val Loss: -0.2268 | Val Acc: 64.5167
[8] Train Loss: -0.2408 | Train Acc: 65.6389 | Val Loss: -0.2336 | Val Acc: 64.6000
[9] Train Loss: -0.2573 | Train Acc: 67.4296 | Val Loss: -0.2768 | Val Acc: 70.3833
[10] Train Loss: -0.2997 | Train Acc: 71.7704 | Val Loss: -0.2987 | Val Acc: 71.0833
