
[1] Train Loss: -0.2620 | Train Acc: 67.4778 | Val Loss: -0.3663 | Val Acc: 71.8000
[2] Train Loss: -0.4065 | Train Acc: 73.7463 | Val Loss: -0.4154 | Val Acc: 73.0500
[3] Train Loss: -0.4455 | Train Acc: 74.3963 | Val Loss: -0.4524 | Val Acc: 73.8500
[4] Train Loss: -0.4723 | Train Acc: 74.7019 | Val Loss: -0.4761 | Val Acc: 74.1833
[5] Train Loss: -0.4934 | Train Acc: 74.9111 | Val Loss: -0.4935 | Val Acc: 74.1167
[6] Train Loss: -0.5120 | Train Acc: 75.1389 | Val Loss: -0.5059 | Val Acc: 73.7333
[7] Train Loss: -0.5276 | Train Acc: 75.3407 | Val Loss: -0.5222 | Val Acc: 73.9500
[8] Train Loss: -0.5399 | Train Acc: 75.2537 | Val Loss: -0.5319 | Val Acc: 73.8333
[9] Train Loss: -0.5524 | Train Acc: 75.4056 | Val Loss: -0.5453 | Val Acc: 74.2167
[10] Train Loss: -0.5617 | Train Acc: 75.3796 | Val Loss: -0.5541 | Val Acc: 74.0500
