
[1] Train Loss: -0.2030 | Train Acc: 52.4574 | Val Loss: -0.3373 | Val Acc: 60.4333
[2] Train Loss: -0.3782 | Train Acc: 61.3852 | Val Loss: -0.3983 | Val Acc: 61.5333
[3] Train Loss: -0.4200 | Train Acc: 62.3981 | Val Loss: -0.4359 | Val Acc: 63.4667
[4] Train Loss: -0.4591 | Train Acc: 65.4833 | Val Loss: -0.4713 | Val Acc: 66.0000
[5] Train Loss: -0.4811 | Train Acc: 66.6333 | Val Loss: -0.4938 | Val Acc: 67.4333
[6] Train Loss: -0.5004 | Train Acc: 67.6519 | Val Loss: -0.5036 | Val Acc: 67.6000
[7] Train Loss: -0.5092 | Train Acc: 68.0519 | Val Loss: -0.5128 | Val Acc: 68.1000
[8] Train Loss: -0.5134 | Train Acc: 68.3204 | Val Loss: -0.5090 | Val Acc: 68.2333
[9] Train Loss: -0.2074 | Train Acc: 57.8537 | Val Loss: 0.1554 | Val Acc: 28.7833
[10] Train Loss: 0.1846 | Train Acc: 19.8556 | Val Loss: 0.1862 | Val Acc: 12.7167
