
[1] Train Loss: 0.0276 | Train Acc: 69.4630 | Val Loss: -0.2183 | Val Acc: 78.2167
[2] Train Loss: 0.1353 | Train Acc: 49.7630 | Val Loss: 0.4471 | Val Acc: 12.3667
[3] Train Loss: 0.3485 | Train Acc: 13.4185 | Val Loss: 0.2629 | Val Acc: 13.4000
[4] Train Loss: 0.2270 | Train Acc: 13.5741 | Val Loss: 0.2059 | Val Acc: 13.2333
[5] Train Loss: 0.2010 | Train Acc: 12.9389 | Val Loss: 0.1883 | Val Acc: 12.8000
[6] Train Loss: 0.1778 | Train Acc: 12.7852 | Val Loss: 0.1898 | Val Acc: 12.1667
[7] Train Loss: 0.1856 | Train Acc: 12.2426 | Val Loss: 0.1821 | Val Acc: 12.1333
[8] Train Loss: 0.1749 | Train Acc: 12.2352 | Val Loss: 0.1568 | Val Acc: 12.4500
[9] Train Loss: 0.1651 | Train Acc: 12.1981 | Val Loss: 0.1652 | Val Acc: 12.1833
[10] Train Loss: 0.1619 | Train Acc: 12.1981 | Val Loss: 0.1664 | Val Acc: 12.0000
