
[1] Train Loss: -0.2612 | Train Acc: 56.0759 | Val Loss: -0.3587 | Val Acc: 59.8500
[2] Train Loss: -0.3803 | Train Acc: 60.4963 | Val Loss: -0.3782 | Val Acc: 60.4833
[3] Train Loss: 0.0786 | Train Acc: 24.6370 | Val Loss: 0.1488 | Val Acc: 11.9167
[4] Train Loss: 0.1382 | Train Acc: 12.6481 | Val Loss: 0.1127 | Val Acc: 12.7000
[5] Train Loss: 0.1033 | Train Acc: 12.7500 | Val Loss: 0.1013 | Val Acc: 12.8500
[6] Train Loss: 0.0954 | Train Acc: 12.8111 | Val Loss: 0.0936 | Val Acc: 12.8333
[7] Train Loss: 0.0911 | Train Acc: 12.8685 | Val Loss: 0.0711 | Val Acc: 13.1000
[8] Train Loss: 0.0759 | Train Acc: 12.9093 | Val Loss: 0.0739 | Val Acc: 12.8333
[9] Train Loss: 0.0691 | Train Acc: 12.9315 | Val Loss: 0.0647 | Val Acc: 12.9500
[10] Train Loss: 0.0706 | Train Acc: 12.7241 | Val Loss: 0.0701 | Val Acc: 12.7167
