
[1] Train Loss: 0.9590 | Train Acc: 69.1389 | Val Loss: -0.3451 | Val Acc: 70.3667
[2] Train Loss: -0.4062 | Train Acc: 71.6981 | Val Loss: -0.4401 | Val Acc: 71.7333
[3] Train Loss: -0.4632 | Train Acc: 71.8926 | Val Loss: -0.4783 | Val Acc: 71.9500
[4] Train Loss: -0.4913 | Train Acc: 72.2315 | Val Loss: -0.4955 | Val Acc: 71.9833
[5] Train Loss: -0.5068 | Train Acc: 72.0944 | Val Loss: -0.5072 | Val Acc: 71.7000
[6] Train Loss: -0.5190 | Train Acc: 72.3500 | Val Loss: -0.5154 | Val Acc: 71.8667
[7] Train Loss: -0.5241 | Train Acc: 72.2074 | Val Loss: -0.5177 | Val Acc: 71.4833
[8] Train Loss: -0.5262 | Train Acc: 72.1537 | Val Loss: -0.5080 | Val Acc: 70.5500
[9] Train Loss: -0.5325 | Train Acc: 72.3648 | Val Loss: -0.5219 | Val Acc: 71.3667
[10] Train Loss: -0.5357 | Train Acc: 72.2685 | Val Loss: -0.5299 | Val Acc: 72.1167
