
[1] Train Loss: -0.1833 | Train Acc: 62.2852 | Val Loss: -0.4101 | Val Acc: 63.7833
[2] Train Loss: -0.5384 | Train Acc: 69.9407 | Val Loss: -0.5807 | Val Acc: 70.7167
[3] Train Loss: -0.5995 | Train Acc: 70.6926 | Val Loss: -0.6287 | Val Acc: 72.0833
[4] Train Loss: -0.6228 | Train Acc: 71.1019 | Val Loss: -0.6392 | Val Acc: 72.3500
[5] Train Loss: -0.6362 | Train Acc: 71.4519 | Val Loss: -0.6319 | Val Acc: 70.5833
[6] Train Loss: -0.6430 | Train Acc: 71.5537 | Val Loss: -0.6476 | Val Acc: 71.7500
[7] Train Loss: -0.6470 | Train Acc: 71.6315 | Val Loss: -0.6491 | Val Acc: 71.7333
[8] Train Loss: -0.6516 | Train Acc: 71.7963 | Val Loss: -0.6461 | Val Acc: 71.8333
[9] Train Loss: -0.6531 | Train Acc: 71.7685 | Val Loss: -0.6559 | Val Acc: 71.9667
[10] Train Loss: -0.6566 | Train Acc: 71.8741 | Val Loss: -0.6606 | Val Acc: 72.4333
