
[1] Train Loss: 0.2951 | Train Acc: 36.8315 | Val Loss: -0.1759 | Val Acc: 37.2167
[2] Train Loss: -0.2205 | Train Acc: 45.7241 | Val Loss: -0.2410 | Val Acc: 47.1333
[3] Train Loss: -0.2522 | Train Acc: 47.2630 | Val Loss: -0.2680 | Val Acc: 47.5667
[4] Train Loss: -0.2742 | Train Acc: 47.4148 | Val Loss: -0.2794 | Val Acc: 47.5167
[5] Train Loss: -0.2882 | Train Acc: 48.2870 | Val Loss: -0.3004 | Val Acc: 52.3000
[6] Train Loss: -0.3082 | Train Acc: 52.5593 | Val Loss: -0.3027 | Val Acc: 51.4167
[7] Train Loss: -0.3250 | Train Acc: 53.5741 | Val Loss: -0.3332 | Val Acc: 53.8333
[8] Train Loss: -0.3338 | Train Acc: 53.7667 | Val Loss: -0.3386 | Val Acc: 53.6333
[9] Train Loss: -0.3400 | Train Acc: 53.9389 | Val Loss: -0.2835 | Val Acc: 48.2500
[10] Train Loss: -0.3423 | Train Acc: 53.8593 | Val Loss: -0.3454 | Val Acc: 53.6000
