
[1] Train Loss: -0.0377 | Train Acc: 14.0370 | Val Loss: -0.1024 | Val Acc: 18.9833
[2] Train Loss: -0.0649 | Train Acc: 17.4333 | Val Loss: -0.1280 | Val Acc: 19.6000
[3] Train Loss: -0.0764 | Train Acc: 17.2667 | Val Loss: 0.0155 | Val Acc: 9.9500
[4] Train Loss: -0.0803 | Train Acc: 18.7463 | Val Loss: -0.0817 | Val Acc: 18.7167
[5] Train Loss: -0.1227 | Train Acc: 21.8500 | Val Loss: -0.2146 | Val Acc: 26.9167
[6] Train Loss: -0.1246 | Train Acc: 21.6278 | Val Loss: 0.0605 | Val Acc: 9.1667
[7] Train Loss: -0.1584 | Train Acc: 24.7944 | Val Loss: -0.1763 | Val Acc: 25.5500
[8] Train Loss: -0.1971 | Train Acc: 25.8148 | Val Loss: -0.1476 | Val Acc: 19.1000
[9] Train Loss: -0.0567 | Train Acc: 12.9833 | Val Loss: -0.0586 | Val Acc: 9.1667
[10] Train Loss: -0.0808 | Train Acc: 14.1019 | Val Loss: -0.0161 | Val Acc: 9.9833
