
[1] Train Loss: -0.3098 | Train Acc: 67.8833 | Val Loss: -0.4007 | Val Acc: 71.8500
[2] Train Loss: -0.4418 | Train Acc: 73.7852 | Val Loss: -0.4536 | Val Acc: 73.0833
[3] Train Loss: -0.4805 | Train Acc: 74.4963 | Val Loss: -0.4865 | Val Acc: 73.7000
[4] Train Loss: -0.5060 | Train Acc: 74.7093 | Val Loss: -0.5093 | Val Acc: 74.0833
[5] Train Loss: -0.5273 | Train Acc: 74.9444 | Val Loss: -0.5275 | Val Acc: 74.1333
[6] Train Loss: -0.5442 | Train Acc: 75.1185 | Val Loss: -0.5391 | Val Acc: 73.8833
[7] Train Loss: -0.5578 | Train Acc: 75.1593 | Val Loss: -0.5531 | Val Acc: 73.9667
[8] Train Loss: -0.5697 | Train Acc: 75.1556 | Val Loss: -0.5676 | Val Acc: 74.4333
[9] Train Loss: -0.5813 | Train Acc: 75.2889 | Val Loss: -0.5719 | Val Acc: 73.8833
[10] Train Loss: -0.5907 | Train Acc: 75.3093 | Val Loss: -0.5844 | Val Acc: 74.2667
