
[1] Train Loss: -0.0092 | Train Acc: 9.8574 | Val Loss: -0.0495 | Val Acc: 9.7833
[2] Train Loss: -0.0216 | Train Acc: 9.8278 | Val Loss: -0.0547 | Val Acc: 10.4500
[3] Train Loss: -0.0233 | Train Acc: 9.9907 | Val Loss: -0.0475 | Val Acc: 9.7833
[4] Train Loss: -0.0245 | Train Acc: 10.1315 | Val Loss: -0.0543 | Val Acc: 10.4500
[5] Train Loss: -0.0224 | Train Acc: 9.9259 | Val Loss: -0.0483 | Val Acc: 9.7833
[6] Train Loss: -0.0221 | Train Acc: 9.9148 | Val Loss: -0.0422 | Val Acc: 9.1667
[7] Train Loss: -0.0235 | Train Acc: 10.0278 | Val Loss: -0.0531 | Val Acc: 10.3167
[8] Train Loss: -0.0225 | Train Acc: 9.9222 | Val Loss: -0.0516 | Val Acc: 10.1833
[9] Train Loss: -0.0235 | Train Acc: 10.0241 | Val Loss: -0.0516 | Val Acc: 10.1833
[10] Train Loss: -0.0235 | Train Acc: 9.9963 | Val Loss: -0.0525 | Val Acc: 10.3167
